knf_00557_01097230618	ಪರ್ವತಗಳು ವಾಯುವಿಗನುಗುಣವಾಗಿ ಕಂಪಿಸುವುವು.
knf_06123_00580728294	ಅಂಚೆ ವ್ಯವಸ್ಥೆಗಳು ಹೆಚ್ಚಾಗಿ ಸರಕಾರಿ ವ್ಯವಸ್ಥೆಗಳಾಗಿರುತ್ತವೆ.
knf_03574_01380349332	ಈಗ ಸದಸ್ಯರ ಒಟ್ಟು ಸಂಖ್ಯೆ ನೂರಕ್ಕೂ ಹೆಚ್ಚಾಗಿದೆ.
knf_07901_02134726665	ಮೂರ್ತವಿಚಾರಗಳ ಸಣ್ಣ ಸಣ್ಣ ವಿವರಗಳನ್ನು ಹೇಳಲು ಅಂಡಮಾನಿಯಲ್ಲಿ ಸಾಧ್ಯ.
knf_03755_00670764978	ರಷ್ಯಾದ ಆರ್ಬಿಟಲ್ ಸೆಗ್ಮೆಂಟ್
knf_03755_00597340713	ಉತ್ಪಾದನಾ ವೆಚ್ಚವನ್ನು ಇಳಿಸುವ ಕಡೆಗೆ ಗಮನ ಕೊಡದೆ ಬೆಲೆಗಳನ್ನು ಏರಿಸುವುದರ ಮೂಲಕ ಲಾಭಗಳಿಸಲು ಪ್ರಯತ್ನಿಸುವುದು.
knf_02173_01743189140	ಎಡದಲ್ಲಿ ನಿರ್ಗಮಿಸಿ
knf_08476_00505668055	ಪ್ರತಿಯೊಂದು ವ್ಯಾಪಾರ ಘಟಕವು ತನ್ನ ದಾಖಲೆಗಳ ಆಧಾರದ ಆನ್ಲೈನ್ ಪ್ರತಿಯನ್ನು ನವೀಕರಿಸಿಕೊಳ್ಳಬಹುದು
knf_03844_01090522679	ಈ ಎರಡೂ ವ್ಯವಹಾರಗಳ ನಡುವೆ ಅನೇಕ ವಿಷಯಗಳಲ್ಲಿ ವ್ಯತ್ಯಾಸಗಳಿವೆ.
knf_00001_00692094076	ನಂತರ ಬೇಗದಲ್ಲೇ ಹಲವಾರು ಹುಡುಕಾಟ ಯಂತ್ರಗಳು ಹುಟ್ಟಿಕೊಂಡವಲ್ಲದೆ ಜನಪ್ರಿಯವಾಗಲು ಹವಣಿಸಿದವು.
knf_01796_00124794218	ಹಾಗಿದ್ದಾಗ್ಯೂ ಕೃಷಿಯ ಪ್ರಮಾಣವು ದೊಡ್ಡದಾದಾಗ ಮತ್ತು ಹೆಚ್ಚು ಸಂಕೀರ್ಣವಾದಾಗ
knf_00254_01930685873	ಸಂಶ್ಲೇಷಿತ ಅಂಟುಗಳು ಹಲವಾರು ಇರುವುದರಿಂದ ಅವುಗಳನ್ನು ಬೆರೆಸಿ
knf_05853_01488867659	ಅಂತರರಾಷ್ಟ್ರೀಯ ಅಣುಶಕ್ತಿ ಪ್ರಾಧಿಕಾರ
knf_05550_01359891682	ಬೂರ್ಜ್ವಾ ಪಕ್ಷಗಳೊಡನೆ ರಾಜಿ ಮತ್ತು ಸಹಕಾರ ನೀತಿಯನ್ನು ತೊರೆದು ಕ್ರಾಂತಿಕಾರಿ ಶ್ರಮಜೀವಿಪಕ್ಷಗಳನ್ನು ನಿರ್ಮಾಣಮಾಡಿ ಸಮಾಜವಾದಿರಾಷ್ಟ್ರಗಳ ಸ್ಥಾಪನೆಯ ದಿಶೆಯಲ್ಲಿ ಮುನ್ನುಗ್ಗಿತು.
knf_03755_01770230263	ತನ್ನ ಭೂಪ್ರದೇಶವನ್ನು ಪರಕೀಯ ಧಾಳಿಯಿಂದ ರಕ್ಷಿಸಿಕೊಳ್ಳುವ ಹಕ್ಕು ಪ್ರತಿಯೊಂದು ರಾಷ್ಟ್ರಕ್ಕೂ ಇದೆ.
knf_00254_02035168846	ಅಂಕಿ ಸಂಖ್ಯಾಶಾಸ್ತ್ರದ ಪಾರ್ಶ್ವಚಿತ್ರದ ಟೀಕಾಕಾರರು ವಾದಿಸುತ್ತಾ
knf_01779_01294270200	ಅಂಕೋಲಾ ಕರಿ ಈಸಾಡ, ಮಾವಿನ ಹಣ್ಣುಗಳ ರಾಜ ಅತ್ಯಂತ ಪ್ರಸಿದ್ದಿ ಪಡೆದಿದೆ.
knf_08476_00584144731	ಹಿಂದೂ
knf_00254_00265965216	ಮೀಟುಗೋಲು
knf_00557_00391316877	ಸ್ವಲ್ಪ ಪ್ರಮಾಣದ ನೀರು ಆವಿಯಾಗಿ ವಾಯುಗೋಳವನ್ನು ಸೇರುತ್ತದೆ.
knf_09696_00616527695	ಈ ಕಾರ್ಯವಿಧಾನ ಸಿಂಕ್ ಅನ್ನು ಒಳಗೊಂಡಿರುತ್ತದೆ
knf_01493_00186301138	ಅದರಿಂದಲೇ ರಾಷ್ಟ್ರಗಳ ಒಕ್ಕೂಟವು ಪ್ರಾರಂಭವಾಯಿತು.
knf_03755_01291131494	ಒಣಗಿದ ಬೀಜಗಳನ್ನು ತಗ್ಗಿದ ಉಷ್ಣತೆಯಿಂದ ಚಿಕಿತ್ಸೆ ಮಾಡುವುದಕ್ಕಾಗುವುದಿಲ್ಲ.
knf_01493_00293820361	ಅಂತರಿಕ್ಷದೇವತೆಯ ಸ್ವರೂಪವನ್ನು ಬೇರೆ ಬೇರೆ ದೇಶದ ಬೇರೆ ಬೇರೆ ಜನಾಂಗದವರು ಬೇರೆ ಬೇರೆ ರೂಪದಲ್ಲಿ ಗುರುತಿಸಿದ್ದಾರೆ.
knf_03755_00085746439	ಹೀಗಿರುವಾಗ 4ನೆಯ ಶತಮಾನದವರೆಗೆ ಈ ಕ್ರಮವು ಇರಲಿಲ್ಲ.
knf_02173_00202020282	ಮುನ್ನೂರು ಅಡಿಗಳಲ್ಲಿ
knf_00254_01482079799	ವಿಶ್ವ ಆರ್ಥಿಕ ವ್ಯವಸ್ಥೆಯನ್ನು ಸಬಲಗೊಳಿಸಲು ಅನುಕೂಲವಾಗಲೆಂದು ಮೊದಲ ಬಾರಿಗೆ ಅಂತಾರಾಷ್ಟ್ರೀಯ ಹಣಕಾಸು ನಿಧಿ ಅನ್ನು ಸ್ಥಾಪಿಸಿದ್ದು ಪ್ರಾಮುಖ್ಯತೆ ಪಡೆಯಿತು.
knf_06123_01678773644	ಬಹುತೇಕ ಔಪಚಾರಿಕ ಅರ್ಥವ್ಯಾಖ್ಯಾನಗಳು ಭೌತಿಕ ವಸ್ತುವಿನ ಪ್ರಸ್ತುತ ಸ್ಥಾನ ಮತ್ತು ಉಲ್ಲೇಖಿತ ಸ್ಥಾನಗಳ ನಡುವಿನ ವ್ಯತ್ಯಾಸವೇ ಆಗಿದೆ ಎಂದು ಹೇಳುತ್ತವೆ.
knf_03574_00496060793	ಅವರು ಭಾರತವು ಇವೆರಡೂ ಎರಡು ಸಾವಿರದ ಹನ್ನೊಂದರ ವಿಶ್ವಕಪ್‌ನಲ್ಲಿ ಪಂದ್ಯಾವಳಿಯ ಪುರುಷೋತ್ತಮ
knf_05550_01714829542	ರೇಡಿಯೊ ಸಂವಹನ
knf_05550_00840243448	ಉತ್ತಮವಾದ ಹುಲ್ಲುಗಾವಲುಗಳಿರುವುದರಿಂದ ದನಕರುಗಳು
knf_03755_00612127958	ಅನೇಕ ಉಪ ವ್ಯವಸ್ಥೆಗಳು ನಿಂತುಹೋದವು.
knf_09696_00083841103	ಜಾಗತಿಕ ಆರ್ಥಿಕತೆಯ ಮೇಲಿನ ತನ್ನ ಪ್ರಭಾವವನ್ನು  ಅಂತರರಾಷ್ಟ್ರೀಯ ಹಣಕಾಸು ನಿಧಿ ಒಂದೇ ಮಟ್ಟದಲ್ಲಿ ಏರಿಕೆ ಆಗುವಂತೆ ನೋಡಿಕೊಂಡಿದ್ದು ಮತ್ತಷ್ಟು ಹೆಚ್ಚಿನ ಸದಸ್ಯರನ್ನು ತನ್ನತ್ತ ಸೆಳೆದುಕೊಂಡಿದೆ.
knf_00254_00448964938	ಇವುಗಳಿಂದ ಅಂಟಿಸಿದ ಪದಾರ್ಥಗಳನ್ನು ಮತ್ತೆ ಕಾಯಿಸಿದರೂ ಅಂಟಿನ ದೃಢತೆಗೆ ಕುಂದು ಬರುವುದಿಲ್ಲ
knf_01779_01733937624	ನಿಲ್ದಾಣದ ಪ್ರಥಮ ಘಟಕ
knf_09696_00259933473	ಜುಲೈ 2009ರ ಶ್ರೇಯಾಂಕ ಪಟ್ಟಿಯಲ್ಲಿ ಗೋಗಲ್ ಗೆ ದೊರಕುತ್ತಿದ್ದ ಸಂಚಾರವು ಪ್ರತಿಸ್ಪರ್ಧಿಗಳಾದ ಬೈಡು ಮತ್ತು ಬಿಂಗ್ ಗಳಿಂದಾಗಿ ಕಡಿಮೆಯಾಗಿರುವುದು ಕಂಡುಬಂದಿತು.
knf_01779_01714227965	ಕಾರ್ಮಿಕ ವಲಯಗಳಲ್ಲಿ ಪ್ರಥಮ ಅಂತಾರಾಷ್ಟ್ರೀಯದ ಪ್ರಭಾವ ಮತ್ತು ಘನತೆ ಬಹಳ ಹೆಚ್ಚಾಗಿತ್ತಾದರೂ ಇದಕ್ಕೆ ಸಾಧನಸಂಪತ್ತುಗಳ ಕೊರತೆ ಬಹಳವಾಗಿತ್ತು.
knf_00557_00209896442	ಆಚಾರ್ಯ ವಾಗ್ಭಟ ಸುಮಾರು 650ರಲ್ಲಿ ಅಷ್ಟಾಂಗ ಹೃದಯವನ್ನು ಬರೆದ.
knf_00557_00062294737	ಆಗ 2009 ರ ನವೆಂಬರ್ 27 ರ ಹೊತ್ತಿಗೆ ಅವರು 136 ಭಾಗಗಳನ್ನು ಜೋಡಿಸಿದ್ದರು
knf_09696_00254143313	ಇರುವ ವರ್ಣನೆ ವಾತ ಪಿತ್ತ ಮುಂತಾದುವುಗಳ ಸೂತ್ರಗಳಿಗೆ ಸರಿಯಾಗಿದೆ ಎಂದು ಮಾತ್ರ ಹೇಳಬಹುದು.
knf_01493_01466215084	ಇವುಗಳ ಪ್ರಮಾಣ ಇಂತಿಷ್ಟೇ ಎಂದು ಹೇಳಲು ಸಾಧ್ಯವಿಲ್ಲ.
knf_03467_02004860362	ಇಲ್ಲಿರುವ ಪ್ರತಿಯೊಂದು ತಂತ್ರಗಳಿಗೆ ಅದರದೆ ಆದ ಅನುಕೂಲಗಳಿವೆ
knf_01493_00116222380	ವಿದೇಶೀ ಮಾರುಕಟ್ಟೆಗಳಲ್ಲಿ ವಿಪುಲ ಅವಕಾಶಗಳಿರುವುದರಿಂದ ಅವುಗಳನ್ನು ಸದ್ಬಳಕೆ ಮಾಡಿಕೊಂಡು ಶ್ರೀರ್ಘವಾಗಿ ಬೆಳವಣಿಗೆ ಹೊಂದಬಹುದು.
knf_07901_01907804480	ಕೃತಿಯ ಒಂದು ನಕಲು ನಂತರದಲ್ಲಿ ಕಂಡುಬಂದಿತ್ತು
knf_05550_02024212775	ನೀರಿನಿಂದ ತುಂಬಿದ ಮೇಘದಿಂದ ಸೂರ್ಯನ ಪ್ರಕಾಶವನ್ನು ಮುಚ್ಚಿ ಹಗಲಿನಲ್ಲಿಯೂ ಕತ್ತಲೆಯನ್ನುಂಟು ಮಾಡುತ್ತಾರೆ.
knf_01796_00626732762	ಈ ಸಮ್ಮೇಳನಗಳ ಮೂಲಕ ಯುರೋಪಿನ ಶ್ರಮಜೀವಿಗಳ ಅನೇಕ ಚಳವಳಿಗಳಿಗೆ ಬೆಂಬಲಕೊಟ್ಟು ಕೂಲಿಗಾರರ ಅಂತಾರಾಷ್ಟ್ರೀಯ ಒಕ್ಕೂಟ ಸ್ಥಾಪನೆಯಾಯಿತು.
knf_00254_01497211662	ಕೃತಕ ಮೇದೋಜ್ಜೀರಕಗ್ರಂಥಿ
knf_09123_02103872093	ಆದರೆ ಸಾಮಾನ್ಯವಾಗಿ ಎಲ್ಲ ಕಾಲದಲ್ಲೂ ಎಲೆಗಳನ್ನು ಹೊಂದಿರುತ್ತದೆ
knf_09696_01515839504	ಏಕೆಂದರೆ ಇತರ ದೇಶದ ಬೇಡಿಕೆ, ನೀಡಿಕೆಗಳಲ್ಲಿ ವ್ಯತ್ಯಾಸವುಂಟುಮಾಡುವ ಶಕ್ತಿಗಳು ಇವರ ಉದ್ಯಮಗಳ ಮೇಲೆ ಪ್ರಭಾವ ಹೊಂದಿವೆಯಾದರೂ ಈ ಶಕ್ತಿಗಳ ಮೇಲೆ ಇವರಿಗೆ ಹೆಚ್ಚು ಹತೋಟಿ ಇರುವುದಿಲ್ಲ.
knf_05550_00152433522	ಮನಸ್ಸಿನಲ್ಲಿ ಪುನಃ ಪಾಪ ಪ್ರವೇಶಿಸಲಾರದು.
knf_02049_01051322279	ಅಂಕೋಲದ ಬಳಿ ಅಂಕೋಲ ನದಿ ಇದೆ.ಇದರ ಪೂರ್ವ ಭಾಗವನ್ನು ಶಂಕದ ಹೊಳೆ ಎಂದು ಕರೆಯುತ್ತಾರೆ.
knf_05550_01897812740	ಅಂಡಮಾನ್ ದ್ವೀಪಗಳು ಬಂಗಾಳ ಕೊಲ್ಲಿಯಲ್ಲಿರುವ ಭಾರತದ ಆಧೀನಕ್ಕೆ ಒಳಪಟ್ಟ ದ್ವೀಪ ಸಮೂಹ.
knf_03755_01976916866	ಆದರೆ ಯಾವುದಾದರೂ ಸೂಕ್ಷ್ಮ ಸಲಕರಣೆಗೆ ಡಿಕ್ಕಿ ಹೊಡೆಯುವ ಸಾಧ್ಯತೆ ಇರುವುದು
knf_05820_01288709370	ದುಂಡಗೆ ದಪ್ಪನಾಗಿರುವ ಉಕ್ಕಿನ ಹಗ್ಗಗಳನ್ನು ವರ್ತುಳಾಕಾರದಲ್ಲಿ ಮನುಷ್ಯಶಕ್ತಿ ಅಥವಾ ವಿದ್ಯುತ್ಶಕ್ತಿಯಿಂದ ಸುತ್ತುವಂತೆ ಮಾಡುತ್ತಾರೆ.
knf_07901_00800144224	ಪೆಟ್ಟಿಗೆಗಳಿಗೆ ಸಂಬಂಧಿಸಿದಂತೆ ಮಾತ್ರವೇ ಇದನ್ನು ಬಳಸಲಾಗುತ್ತದೆ
knf_03574_01015006857	ಅಲ್ಲದೇ ಅಂತರರಾಷ್ಟ್ರೀಯ ಬಾಹ್ಯಾಕಾಶ ನಿಲ್ದಾಣದ ಕಾರ್ಯಯೋಜನೆಯ ಸಂದರ್ಭದಲ್ಲಿ ಬ್ರೆಜಿಲ್‌ನ ಒಬ್ಬ ಗಗನಯಾತ್ರಿಗೆ ವಿಮಾನ ಪ್ರಯಾಣಮಾಡಲು ಅವಕಾಶ ನೀಡಿತು.
knf_05820_01036630668	ಕೆಲವು ನಗರಗಳಿಗೆ ಸೀಮಿತವಾದ ಅಂರ್ತಜಾಲ ಸೇವೆ ನೀಡುವ ಸಂಸ್ಥಗಳನ್ನು ಸೀ ದರ್ಜೆಯ ಅಂರ್ತಜಾಲ ಸೇವಾ ಸಂಸ್ಥೆಯೆಂದು ಕರೆಯಲಾಗುತ್ತದೆ.
knf_00254_00961089890	ಅಂಕೋಲಪಟ್ಟಣ ಮುಂಬಯಿ ಮತ್ತು ಹುಬ್ಬಳಿಲ್ಲಿಯಿಂದ ಬರುವ ವಸ್ತುಗಳ ಮಾರುಕಟ್ಟೆ.
knf_00557_01603728168	ನಿಲ್ದಾಣವನ್ನು 278 ಕಿಲೋಮೀಟರ್ ರಷ್ಟು ಎತ್ತರದ ಕಕ್ಷೆಯೊಳಗೆ ಸುಸ್ಥಿತಿಯಲ್ಲಿಟ್ಟು ನೋಡಿಕೊಳ್ಳಲಾಗುತ್ತದೆ.
knf_02049_00518236838	ಹಂತಗಳಲ್ಲಿ
knf_02173_00362810912	ಐನೂರು ಮೀಟರ್‌ಗಳಲ್ಲಿ
knf_09696_00990711055	ದ್ವಿತೀಯ ಅಂತಾರಾಷ್ಟ್ರೀಯದ ಮೂಲಕ ಈ ಚಳವಳಿಯು ಕಾರ್ಯಕಾರಿಯಾಗಿ ಯುರೋಪಿನಾದ್ಯಂತ ಹರಡಿದುದಲ್ಲದೆ ಅಮೆರಿಕದ ಮೇಲೂ ತನ್ನ ಪ್ರಭಾವವನ್ನು ಬೀರಿತು.
knf_03271_00723844995	ಸಿಬ್ಬಂದಿರಹಿತ ಬಾಹ್ಯಾಕಾಶನೌಕೆಯಲ್ಲಿ ಸಾಮಾನ್ಯವಾಗಿ ಅನುಕೂಲತೆಗಳಿರುವುದಿಲ್ಲ.
knf_03844_00258013213	ಆದ್ದರಿಂದ ಅಹಂಕಾರವನ್ನು ಕಡಿಮೆ ಮಾಡಿಕೊಳ್ಳುವುದು ಮನುಷ್ಯನ ಆರೋಗ್ಯಕ್ಕೆ ಮತ್ತು ಉನ್ನತಿಗೆ ಮುಖ್ಯ ಎಂದು ವೇದಾಂತಿಗಳು ಅಭಿಪ್ರಾಯ ಪಡುತ್ತಾರೆ.
knf_00001_01406528765	ಬೆಳವಣಿಗೆಯ ಕಾಲದಲ್ಲಿ ಈ ಆಹಾರವನ್ನು ಉಪಯೋಗಿಸಿಕೊಂಡು ಭ್ರೂಣ ಬೆಳೆಯುತ್ತದೆ.
knf_03467_00013880842	ಅನುಕರಣೆ ಮತ್ತು ತಂತ್ರಜ್ಙಾನದಲ್ಲಿ ಬದಲಾವಣೆ
knf_02049_00678756578	ಏಕೆಂದರೆ ಇದರಲ್ಲಿ ರಾಷ್ಟ್ರದ ಸಂಕೇತವು ಸಿಂಧುವಾಗಿತ್ತು.
knf_02049_01141566850	ಅಂತರ್ಯಾಮಿ ಅಥವಾ ಅಂತರಾತ್ಮ ಎಂಬ ಪದಕ್ಕೆ ಮನಸ್ಸನ್ನು ಅಥವಾ ಜೀವಾತ್ಮನನ್ನು ಆಳುವವನು ಎಂದರ್ಥ.
knf_09123_00159474095	ಕಬ್ಬಿಣದ ಮತ್ತು ತಾಮ್ರದ ಅಂಶ ಇತರ ಹಣ್ಣುಗಳಲ್ಲಿರುವುದಕ್ಕಿಂತಲೂ ಇವುಗಳಲ್ಲಿ ಹೆಚ್ಚಾಗಿವೆ
knf_03574_01240264603	ಶವಪರೀಕ್ಷೆ ಮಾಡಿದರೂ ಅದರಲ್ಲಿ ತಿಳಿಯುವುದೇನಿದೆ ಎಂಬ ಭಾವನೆ ಹುಟ್ಟಿತು.
knf_07598_00506166951	ಮನೆಮಾಲೀಕತ್ವವನ್ನು ಸುರಕ್ಷಿತವಾಗಿಡುವಿಕೆ
knf_09696_01882033148	ಜರ್ಮೈನಲ್ ವೆಸಿಕಲ್ ಪ್ರಾಣಿಧೃವದ ಕಡೆಗಿದೆ.
knf_00557_01101641296	ಅಂತಾರಾಷ್ಟ್ರೀಯ ವ್ಯಾಪಾರವಿಲ್ಲದಿದ್ದಲ್ಲಿ ನಷ್ಟ
knf_03467_00979824435	ಈ ನಿಲ್ದಾಣಕ್ಕೆ ಸೊಯುಜ್ ಬಾಹ್ಯಾಕಾಶನೌಕೆ ಬರಲಿದೆ
knf_07598_00725662075	ಒಂದು ಪ್ರಮುಖವಾದ ವ್ಯಾತ್ಯಾಸವೇನೆಂದರೆ ಅಂತಾರಾಷ್ಟ್ರೀಯ ವ್ಯಾಪಾರವು ದೇಶೀಯ ವ್ಯಾಪಾರಕ್ಕಿಂತ ಸ್ವಲ್ಪ ಹೆಚ್ಚೇ ಎನ್ನುವಷ್ಟು ವೆಚ್ಚದಾಯಕವಾಗಿದೆ.
knf_02049_01671762434	ಇದು ಅದರ ಮೊದಲನೆಯ ಆಳ.
knf_08476_01837563180	ಅಂಗೋಲದ ಸ್ವಾತಂತ್ರ್ಯ ಹೋರಾಟ ಬಹಳ ವರ್ಷಗಳ ಕಾಲ ನಡೆದು ಲಕ್ಷಾಂತರ ಮಂದಿಯ ಬಲಿದಾನದೊಂದಿಗೆ ರಕ್ತಪಾತ ನಡೆದು ಸಾವಿರದ ಒಂಭೈನೂರಾ ಎಪ್ಪತ್ತೈದರಲ್ಲಿ ಸ್ವಾತಂತ್ರಗೊಂಡಿತು
knf_00254_01316878655	ಪ್ರತಿ ಸಿಬ್ಬಂದಿ ಸದಸ್ಯರು ಅವರದೇ ಆದ ವೈಯಕ್ತಿಕ ಆಹಾರ ಪೊಟ್ಟಣ ಹೊಂದಿರುತ್ತಾರೆ.
knf_09696_01665737216	ಇತ್ತೀಚಿನ ಉನ್ನತ ಅವಧಿ  50 ಮತ್ತು 60 ರ ಸಾಲಿನಲ್ಲಿ ಆಗಿದೆ.
knf_03755_00822312533	ಹಳೆ ಎಲೆಗಳು ಉದುರುವುದಕ್ಕಿಂತ ಮುಂಚಿತವಾಗಿಯೇ ಹೊಸ ಚಿಗುರು ಕಾಣಿಸಿಕೊಳ್ಳುತ್ತದೆ.
knf_09696_00125618975	ಈಪಾಕ್ಸಿ ಮಿಶ್ರಣ ದೊರೆಯುವುದು ಎರಡು ಭಾಗವಾಗಿ.
knf_06123_01172326076	ಅಂತಾರಾಷ್ಟ್ರೀಯ ವ್ಯಾಪಾರ
knf_05550_01685317326	ಅಮೆರಿಕ ಸಂಯುಕ್ತ ಸಂಸ್ಥಾನದ ಕೆಲ ಶಾಲೆಗಳು ಪದವಿಪೂರ್ವ ಹಂತದವರೆಗೂ ಇದರ ಬಗ್ಗೆ ಶಿಕ್ಷಣ ನೀಡುತ್ತವೆ.
knf_03574_01398763575	ಅಂಟುವಾಳ ಹಲವು ಬಗೆಯಲ್ಲಿ ಉಪಯುಕ್ತವಾಗಿದೆ.
knf_00254_00647272446	ಅದು ರಾಜಕೀಯ
knf_07901_00002287392	ಇದು ಮುಂದಿನ ಸೂಕ್ಷ್ಮ ತಿಳಿವಿಗೆ ಅಡಿಪಾಯವಾಗುತ್ತದೆ.
knf_09696_01506689924	ಒಂದು ಅಂತಃಸ್ರಾವಕ ಅಂಗದ ಕಾರ್ಯಚಟುವಟಿಕೆಯನ್ನು ಪರೀಕ್ಷಿಸಲು ನಿರ್ಧರಿಸುತ್ತಾರೆ
knf_06123_02001465968	ಇದಾದಮೇಲೆ ವಿಯೆನ್ನಾದಲ್ಲಿ ಸಾವಿರದೊಂಬೈನೂರ ಹದಿನಾಲ್ಕರಲ್ಲಿ ಸೇರಿದ ಸಮ್ಮೇಳನದಲ್ಲಿಯೂ ಈ ಪ್ರಶ್ನೆಯ ಚರ್ಚೆಗೆ ಇನ್ನೂ ಹೆಚ್ಚು ಪ್ರಾಶಸ್ತ್ಯ ದೊರೆಯಿತು.
knf_03271_00453494266	ದೇಶಾದಂತ್ಯ ಅಂತರ್ಜಾಲ ಸೇವೆಗಳನ್ನು ನೀಡುವ ಅನುಮತಿ ಪಡೆದಿರುವ ಖಾಸಗಿ ಸಂಸ್ಥೆಗಳನ್ನು ಎ ದರ್ಜೆಯ ಅಂರ್ತಜಾಲ ಸೇವಾ ಸಂಸ್ಥೆಯೆಂದು ಕರೆಯಲಾಗುತ್ತದೆ.
knf_03467_01633519919	ಈ ಮೂರು ವಿಧವಾದ ಅನುಭವಗಳಿಗೆ ಕಾರಣವಾದ ಒಳ ಅಂಗಗಳ ಸ್ಥಾನ ಅಂತಃಕರಣ.
knf_00557_01959948607	ಬಜೆಟ್ ನ ಕೊರತೆಯ ನಿರ್ಬಂಧದಿಂದಾಗಿ ಈ ಯೋಜನೆಗಳು ಸ್ತಗಿತಗೊಂಡಿದೆ
knf_09696_00572250978	ಪ್ರಥಮ ವಾರ್ಷಿಕ ಸಮ್ಮೇಳನ 1919ರಲ್ಲಿ ಅಮೆರಿಕದ ವಾಷಿಂಗ್ಟನ್ನಲ್ಲಿ ನಡೆಯಿತು.
knf_07598_00313474419	ರಷ್ಯದಲ್ಲಿ ನಡೆದ 1905 ಮತ್ತು 1917ರ ಚಳವಳಿಗಳೂ ಕಮ್ಯೂನಿಸ್್ಟ ಅಂತಾರಾಷ್ಟ್ರೀಯದ ನೇತೃತ್ವದಲ್ಲಿ ನಡೆದವುಗಳೇ.
knf_03574_00952663631	ಅದು ಅಂತಾರಾಷ್ಟ್ರೀಯ ಸಂಸ್ಥೆಗಳ ಉಗಮಕ್ಕೆ ಅವಕಾಶ ಮಾಡಿಕೊಟ್ಟಿತು.
knf_00557_00637276890	ನಮಗೆ ಅಗತ್ಯವೆಂದು ಕಂಡುಬಂದ
knf_00557_01840919620	ಮಾರಾಟದ ತಾಣದಲ್ಲಿನ ನಗದು ಗುಮಾಸ್ತರು ಕೆಲವೊಮ್ಮೆ ಬಳಕೆದಾರರನ್ನು ಅವರ ಮನೆಯ ಸಂಕೇತವನ್ನು ಕೇಳಬಹುದು.
knf_02049_01506605780	ಅಲ್ಲದೇ ಜಾಯಿಂಟ್ ನ ಮೇಲಿರುವ 12 ಗಾಲಿಗಳಲ್ಲಿ 11 ಅನ್ನು ಬದಲಾಯಿಸಲಾಯಿತು.
knf_05853_01025943057	ಸದಸ್ಯ ರಾಷ್ಟ್ರಗಳು ದತ್ತಾಂಶಗಳ ಗುಣಮಟ್ಟವನ್ನು ಹಾಗೂ ಅಂಕಿಅಂಶಗಳ ಬೆಳೆಸುವ ಸಾಮರ್ಥ್ಯವನ್ನು ಹೆಚ್ಚಿಸಿಕೊಳ್ಳುವಂತೆ ಮಾಡುವ ಚೌಕಟ್ಟನ್ನು ನಿರ್ಮಿಸುವಂತೆ ಮಾಡುವುದು
knf_00557_01494869693	ಇದಕ್ಕೆ ಕಿರುನಾಲಿಗೆ ಅಥವಾ ನಂಗಿಲು ಎನ್ನುತ್ತಾರೆ.
knf_09696_02076873295	ನಿರಂತರ ನೀರೆತ್ತುವುದರಿಂದಾಗಿ ಅಂತರ್ಜಲ ಮಟ್ಟ ಕುಸಿದು ಈಗ ಸುಮಾರು ಮುನ್ನೂರು ಮೀಟರುವರೆಗೆ ಕೊಳವೆ ಬಾವಿಯನ್ನು ಕೊರೆಯುವ ಸಂದರ್ಭ ಎದುರಾಗಿದೆ.
knf_01779_01084908449	ವಿಶೇಷವಾಗಿ ನಗರಗಳಲ್ಲೆವೂ ಕಾಂಕ್ರೀಟ್ ಕಾಡುಗಳಾಗಿರುವುದರಿಂದ ಟಾರು ಮತ್ತು ರಸ್ತೆಗಳು ಮಳೆ ನೀರನ್ನು ಒಳಕ್ಕೆ ಇಳಿದು ಅಂತರ್ಜಲ ಭಂಡಾರವಾಗದಂತೆ ಪ್ರತಿಬಂಧಿಸುತ್ತದೆ.
knf_09123_02021407516	ಅಂಗುಲ ಬ್ರಿಟಿಷ್ ಮಾನಕ ವ್ಯವಸ್ಥೆಯಲ್ಲಿ ಉದ್ದದ ಏಕಮಾನ
knf_03755_02077303565	ಆದರೆ ಯುದ್ಧಕಾಲದಲ್ಲಿ ಇದರಲ್ಲಿ ಒಡಕು ಹುಟ್ಟಿದ್ದರಿಂದ 1919ರಲ್ಲಿ ಅಂತಾರಾಷ್ಟ್ರೀಯ III ರ ನಿರ್ಮಾಣ ಅಗತ್ಯವಾಯಿತು.
knf_07901_01209513326	ಕಳಬೇಡ
knf_00557_00734646995	ಅಸ್ಥಿ ಸಂಘಾತಗಳು 14, ಎರಡಕ್ಕಿಂತ ಹೆಚ್ಚು ಮೂಳೆಗಳು ಸಂಧಿಯಾಗಿರುವುದು
knf_03755_01068937667	ರಚಿತವಾಗಬೇಕಿರುವ ವಿಷಯಸೂಚಿಗೆ ದಾಖಲೆಯ ಆಧಾರ ಪ್ರಮಾಣ ಚೌಕಟ್ಟನ್ನು ರೂಪಿಸುವುದು.
knf_09696_00486386017	ಸಸ್ಯಕ್ಕೆ ಕೊನೆಯ ಪಕ್ಷ 10 ದಿನಗಳಾದರೂ ವಯಸ್ಸಾಗಿರಬೇಕು.
knf_09696_00263289804	ನಿಶೇಚನಗೊಂಡ ಅಂಡಾಣುವಿಗೆ ಈ ಹೆಸರು ಸೂಕ್ತ.
